Date_Full,Station_City,Station_State,Data_Temperature_Avg Temp,Data_Temperature_Max Temp,Data_Temperature_Min Temp
03/01/2016,Fargo,North Dakota,20,28,12
03/01/2016,Grand Forks,North Dakota,19,28,10
03/01/2016,Williston,North Dakota,21,26,9
03/01/2016,Akron,Ohio,29,32,25
03/01/2016,Cleveland,Ohio,29,32,26
03/01/2016,Columbus,Ohio,31,35,26
03/01/2016,Dayton,Ohio,30,35,24
03/01/2016,Mansfield,Ohio,27,31,23
03/01/2016,Toledo,Ohio,29,31,25
03/01/2016,Youngstown/Warren,Ohio,28,32,24
03/01/2016,Gage,Oklahoma,33,47,18
03/01/2016,Oklahoma City,Oklahoma,35,46,24
03/01/2016,Ponca City,Oklahoma,33,47,20
03/01/2016,Tulsa,Oklahoma,36,48,24
03/01/2016,Astoria,Oregon,36,42,30
03/01/2016,Burns,Oregon,7,21,-6
03/01/2016,Eugene,Oregon,30,36,23
03/01/2016,Medford,Oregon,34,43,24
03/01/2016,Pendleton,Oregon,19,20,17
03/01/2016,Portland,Oregon,32,35,29
03/01/2016,Redmond,Oregon,15,24,6
03/01/2016,Salem,Oregon,32,38,25
03/01/2016,Allentown,Pennsylvania,34,41,25
03/01/2016,Erie,Pennsylvania,29,33,26
03/01/2016,Harrisburg,Pennsylvania,36,43,29
03/01/2016,Philadelphia,Pennsylvania,39,45,31
03/01/2016,Pittsburgh,Pennsylvania,31,35,27
03/01/2016,Wilkes-Barre/Scranton,Pennsylvania,32,35,28
03/01/2016,Williamsport,Pennsylvania,31,35,25
03/01/2016,San Juan,Puerto Rico,77,83,71
03/01/2016,Providence,Rhode Island,36,43,28
03/01/2016,Anderson,South Carolina,45,54,35
03/01/2016,Charleston,South Carolina,53,61,45
03/01/2016,Columbia,South Carolina,49,57,40
03/01/2016,Greer,South Carolina,45,55,35
03/01/2016,Aberdeen,South Dakota,18,29,7
03/01/2016,Huron,South Dakota,18,26,9
03/01/2016,Pierre,South Dakota,22,29,15
03/01/2016,Rapid City,South Dakota,24,37,11
03/01/2016,Sioux Falls,South Dakota,18,26,9
03/01/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,34,44,24
03/01/2016,Chattanooga,Tennessee,40,48,31
03/01/2016,Clarksville,Tennessee,37,47,27
03/01/2016,Crossville,Tennessee,34,44,24
03/01/2016,Knoxville,Tennessee,36,45,27
03/01/2016,Memphis,Tennessee,40,51,29
03/01/2016,Nashville,Tennessee,39,50,28
03/01/2016,Oak Ridge,Tennessee,37,47,27
03/01/2016,Abilene,Texas,41,47,34
03/01/2016,Amarillo,Texas,34,45,22
03/01/2016,Austin/Bergstrom,Texas,46,53,40
03/01/2016,Austin/City,Texas,47,52,42
03/01/2016,Beaumont/Port Arthur,Texas,48,53,43
03/01/2016,Brownsville,Texas,47,50,42
03/01/2016,Childress,Texas,38,47,29
03/01/2016,College Station,Texas,48,53,43
03/01/2016,Corpus Christi,Texas,47,51,42
03/01/2016,Dalhart,Texas,35,50,19
03/01/2016,Dallas,Texas,44,51,36
03/01/2016,Dallas-Fort Worth,Texas,46,53,38
03/01/2016,Del Rio,Texas,47,51,42
03/01/2016,El Paso,Texas,37,44,31
03/01/2016,Fort Worth,Texas,44,52,36
03/01/2016,Galveston,Texas,49,52,44
03/01/2016,Houston,Texas,50,54,45
03/01/2016,Lubbock,Texas,34,43,25
03/01/2016,Midland,Texas,37,43,31
03/01/2016,San Angelo,Texas,42,48,35
03/01/2016,San Antonio,Texas,47,52,41
03/01/2016,Victoria,Texas,47,52,42
03/01/2016,Waco,Texas,45,51,39
03/01/2016,Wichita Falls,Texas,40,48,31
03/01/2016,Salt Lake City,Utah,15,24,7
03/01/2016,Blacksburg,VA,41,49,33
03/01/2016,Burlington,Vermont,31,35,26
03/01/2016,Lynchburg,Virginia,39,49,29
03/01/2016,Norfolk,Virginia,45,51,39
03/01/2016,Richmond,Virginia,41,51,30
03/01/2016,Roanoke,Virginia,41,49,33
03/01/2016,Wallops Island,Virginia,41,49,33
03/01/2016,Washington,Virginia,41,49,33
03/01/2016,Deer Park,Washington,10,22,-2
03/01/2016,Ephrata,Washington,12,20,3
03/01/2016,Olympia,Washington,26,37,14
03/01/2016,Quillayute,Washington,34,46,22
03/01/2016,Seattle,Washington,35,42,28
03/01/2016,Spokane,Washington,12,20,3
03/01/2016,Yakima,Washington,16,24,8
03/01/2016,Beckley,West Virginia,33,40,26
03/01/2016,Charleston,West Virginia,37,43,31
03/01/2016,Elkins,West Virginia,32,38,27
03/01/2016,Huntington,West Virginia,36,43,28
03/01/2016,Green Bay,Wisconsin,23,28,17
03/01/2016,La Crosse,Wisconsin,25,32,17
03/01/2016,Madison,Wisconsin,24,29,18
03/01/2016,Milwaukee,Wisconsin,26,30,21
03/01/2016,Casper,Wyoming,21,28,13
03/01/2016,Cheyenne,Wyoming,23,38,7
03/01/2016,Lander,Wyoming,11,21,0
03/01/2016,Rawlins,Wyoming,3,19,-13
03/01/2016,Sheridan,Wyoming,22,36,7
10/01/2016,Birmingham,Alabama,44,52,36
10/01/2016,Huntsville,Alabama,43,50,34
10/01/2016,Mobile,Alabama,49,57,39
10/01/2016,Montgomery,Alabama,47,55,38
10/01/2016,Anchorage,Alaska,28,33,22
10/01/2016,Annette,Alaska,36,43,27
10/01/2016,Bethel,Alaska,28,35,21
10/01/2016,Bettles,Alaska,6,19,-2
10/01/2016,Cold Bay,Alaska,32,35,29
10/01/2016,Cordova,Alaska,35,42,29
10/01/2016,Delta Junction/Ft Greely,Alaska,13,17,9
10/01/2016,Fairbanks,Alaska,2,12,-7
10/01/2016,Gulkana,Alaska,0,7,-6
10/01/2016,Homer,Alaska,37,42,31
10/01/2016,Iliamna,Alaska,37,41,33
10/01/2016,Juneau,Alaska,27,31,22
10/01/2016,Kenai,Alaska,30,35,25
10/01/2016,Ketchikan,Alaska,34,39,28
10/01/2016,King Salmon,Alaska,35,41,29
10/01/2016,Kodiak,Alaska,37,41,33
10/01/2016,Kotzebue,Alaska,23,27,18
10/01/2016,Mc Grath,Alaska,14,24,4
10/01/2016,Nome,Alaska,29,32,24
10/01/2016,Northway,Alaska,-13,-8,-19
10/01/2016,Palmer,Alaska,27,36,21
10/01/2016,Petersburg,Alaska,60,60,60
10/01/2016,Puntilla Lake,Alaska,60,60,60
10/01/2016,Shemya,Alaska,60,60,60
10/01/2016,Sitka,Alaska,39,43,33
10/01/2016,Skagway,Alaska,33,36,29
10/01/2016,St Paul Island,Alaska,32,36,29
10/01/2016,Talkeetna,Alaska,24,32,16
10/01/2016,Tanana,Alaska,9,16,1
10/01/2016,Utqiagvik (Barrow),Alaska,8,16,0
10/01/2016,Yakutat,Alaska,33,39,25
10/01/2016,Douglas Bisbee,Arizona,41,52,30
10/01/2016,Kingman,Arizona,42,49,34
10/01/2016,Phoenix,Arizona,52,57,47
10/01/2016,Tucson,Arizona,48,56,41
10/01/2016,Winslow,Arizona,35,45,25
10/01/2016,Fort Smith,Arkansas,38,44,30
10/01/2016,Harrison,Arkansas,34,42,26
10/01/2016,North Little Rock,Arkansas,40,47,32
10/01/2016,Bakersfield,California,51,58,43
10/01/2016,Bishop,California,36,48,24
10/01/2016,China Lake,California,43,52,34
10/01/2016,Concord,California,49,54,44
10/01/2016,Eureka,California,49,55,42
10/01/2016,Fresno,California,47,54,41
10/01/2016,Hayward,California,51,56,46
10/01/2016,Long Beach,California,55,62,48
10/01/2016,Los Angeles,California,55,60,49
10/01/2016,Red Bluff,California,46,51,42
10/01/2016,Redding,California,45,51,40
10/01/2016,Sacramento,California,48,53,41
10/01/2016,Salinas,California,51,56,45
10/01/2016,San Diego,California,57,61,53
10/01/2016,San Francisco,California,51,54,47
10/01/2016,Sandberg,California,39,43,34
10/01/2016,Santa Barbara,California,54,60,47
10/01/2016,Santa Maria,California,53,60,45
10/01/2016,Stockton,California,47,53,40
10/01/2016,Alamosa,Colorado,14,27,1
10/01/2016,Colorado Springs,Colorado,29,39,18
10/01/2016,Craig,Colorado,15,26,5
10/01/2016,Denver,Colorado,27,37,16
10/01/2016,Grand Junction,Colorado,26,33,18
10/01/2016,Pueblo,Colorado,28,42,14
10/01/2016,Bridgeport,Connecticut,33,43,23
10/01/2016,Windsor Locks,Connecticut,29,41,17
10/01/2016,Newark,DE,35,45,25
10/01/2016,Wilmington,Delaware,35,45,25
10/01/2016,Daytona Beach,Florida,63,70,56
10/01/2016,Fort Lauderdale,Florida,70,77,62
10/01/2016,Gainesville,Florida,56,64,47
10/01/2016,Jacksonville,Florida,53,59,46
10/01/2016,Key West,Florida,72,76,68
10/01/2016,Miami,Florida,70,77,63
10/01/2016,Orlando,Florida,63,70,54
10/01/2016,Pensacola,Florida,51,58,42
10/01/2016,Tallahassee,Florida,54,62,45
10/01/2016,Tampa,Florida,63,71,55
10/01/2016,Vero Beach,Florida,65,73,57
10/01/2016,West Palm Beach,Florida,68,75,60
10/01/2016,Alma,Georgia,49,58,40
10/01/2016,Athens,Georgia,42,50,33
10/01/2016,Atlanta,Georgia,43,50,35
10/01/2016,Augusta,Georgia,45,54,36
10/01/2016,Macon,Georgia,46,53,37
10/01/2016,Savannah,Georgia,49,57,41
10/01/2016,Hilo,Hawaii,73,83,63
10/01/2016,Honolulu,Hawaii,74,81,67
10/01/2016,Kahului,Hawaii,72,82,62
10/01/2016,Kaunakakai,Hawaii,72,80,64
10/01/2016,Lihue,Hawaii,73,80,66
10/01/2016,Boise,Idaho,33,39,27
10/01/2016,Lewiston,Idaho,36,40,30
10/01/2016,Pocatello,Idaho,30,35,24
10/01/2016,Chicago,Illinois,29,35,22
10/01/2016,Moline,Illinois,26,33,19
10/01/2016,Peoria,Illinois,30,36,22
10/01/2016,Quincy,Illinois,28,36,20
10/01/2016,Rockford,Illinois,26,32,20
10/01/2016,Springfield,Illinois,35,38,23
10/01/2016,Evansville,Indiana,36,45,26
10/01/2016,Fort Wayne,Indiana,31,40,21
10/01/2016,Indianapolis,Indiana,34,42,25
10/01/2016,South Bend,Indiana,27,36,18
10/01/2016,Cedar Rapids,Iowa,22,28,15
10/01/2016,Des Moines,Iowa,23,29,16
10/01/2016,Dubuque,Iowa,22,28,16
10/01/2016,Sioux City,Iowa,21,28,15
10/01/2016,Waterloo,Iowa,20,26,14
10/01/2016,Concordia,Kansas,26,33,17
10/01/2016,Dodge City,Kansas,31,39,22
10/01/2016,Goodland,Kansas,28,39,15
10/01/2016,Medicine Lodge,Kansas,31,37,23
10/01/2016,Topeka,Kansas,28,35,21
10/01/2016,Wichita,Kansas,30,37,23
10/01/2016,Covington,Kentucky,35,45,25
10/01/2016,Jackson,Kentucky,38,48,28
10/01/2016,Lexington,Kentucky,36,46,26
10/01/2016,Louisville,Kentucky,39,48,29
10/01/2016,Paducah,Kentucky,36,45,26
10/01/2016,Baton Rouge,Louisiana,51,60,41
10/01/2016,Lake Charles,Louisiana,51,61,41
10/01/2016,New Orleans,Louisiana,54,61,47
10/01/2016,Shreveport,Louisiana,46,54,37
10/01/2016,Slidell,Louisiana,51,61,40
10/01/2016,Bangor,Maine,22,34,9
10/01/2016,Caribou,Maine,18,26,9
10/01/2016,Portland,Maine,27,37,16
10/01/2016,Baltimore,Maryland,35,44,26
10/01/2016,Salisbury,Maryland,39,49,27
10/01/2016,Boston,Massachusetts,33,41,25
10/01/2016,Milton,Massachusetts,60,60,60
10/01/2016,Worcester,Massachusetts,28,36,19
10/01/2016,Alpena,Michigan,24,33,14
10/01/2016,Detroit,Michigan,31,39,22
10/01/2016,Flint,Michigan,30,39,21
10/01/2016,Grand Rapids,Michigan,29,36,22
10/01/2016,Houghton Lake,Michigan,24,32,16
10/01/2016,Lansing,Michigan,28,36,21
10/01/2016,Marquette,Michigan,21,27,16
10/01/2016,Muskegon,Michigan,30,37,22
10/01/2016,Sault Ste Marie,Michigan,25,31,18
10/01/2016,Duluth,Minnesota,16,23,8
10/01/2016,International Falls,Minnesota,14,20,7
10/01/2016,Minneapolis,Minnesota,19,25,12
10/01/2016,Rochester,Minnesota,17,23,11
10/01/2016,St Cloud,Minnesota,17,22,8
10/01/2016,Greenville,Mississippi,42,50,35
10/01/2016,Greenwood,Mississippi,43,53,32
10/01/2016,Gulfport,Mississippi,51,59,41
10/01/2016,Hattiesburg,Mississippi,47,58,35
10/01/2016,Jackson,Mississippi,46,55,36
10/01/2016,Meridian,Mississippi,45,53,33
10/01/2016,Tupelo,Mississippi,40,49,30
10/01/2016,Cape Girardeau,Missouri,35,43,27
10/01/2016,Columbia,Missouri,31,38,23
10/01/2016,Kansas City,Missouri,28,35,21
10/01/2016,Rolla/Vichy,Missouri,31,38,23
10/01/2016,Springfield,Missouri,32,39,25
10/01/2016,St Joseph,Missouri,26,32,19
10/01/2016,St Louis,Missouri,34,42,26
10/01/2016,Billings,Montana,23,29,15
10/01/2016,Butte,Montana,18,27,9
10/01/2016,Cut Bank,Montana,10,21,2
10/01/2016,Dillon,Montana,19,27,13
10/01/2016,Glasgow,Montana,11,17,3
10/01/2016,Great Falls,Montana,15,23,7
10/01/2016,Havre,Montana,9,18,0
10/01/2016,Helena,Montana,16,23,7
10/01/2016,Kalispell,Montana,22,27,17
10/01/2016,Miles City,Montana,13,25,0
10/01/2016,Missoula,Montana,21,26,15
10/01/2016,Grand Island,Nebraska,22,30,14
10/01/2016,Lincoln,Nebraska,24,31,17
10/01/2016,Norfolk,Nebraska,20,28,12
10/01/2016,North Platte,Nebraska,25,35,15
10/01/2016,Omaha,Nebraska,23,29,16
10/01/2016,Scottsbluff,Nebraska,21,31,9
10/01/2016,Sidney,Nebraska,20,31,9
10/01/2016,Valentine,Nebraska,17,27,7
10/01/2016,Ely,Nevada,22,30,12
10/01/2016,Eureka,Nevada,25,34,17
10/01/2016,Las Vegas,Nevada,48,54,43
10/01/2016,Mercury,Nevada,42,48,36
10/01/2016,Reno,Nevada,33,40,26
10/01/2016,Winnemucca,Nevada,30,36,23
10/01/2016,Concord,New Hampshire,25,38,13
10/01/2016,Mt. Washington,New Hampshire,60,60,60
10/01/2016,Atlantic City,New Jersey,35,46,23
10/01/2016,Newark,New Jersey,34,44,24
10/01/2016,Albuquerque,New Mexico,35,40,28
10/01/2016,Clayton,New Mexico,31,41,21
10/01/2016,Roswell,New Mexico,31,39,23
10/01/2016,Albany,New York,27,38,16
10/01/2016,Binghamton,New York,25,34,15
10/01/2016,Buffalo,New York,29,37,20
10/01/2016,Glens Falls,New York,24,34,14
10/01/2016,Islip,New York,34,44,24
10/01/2016,New York,New York,37,44,29
10/01/2016,Rochester,New York,29,37,20
10/01/2016,Syracuse,New York,27,37,15
10/01/2016,Asheville,North Carolina,37,46,27
10/01/2016,Cape Hatteras,North Carolina,51,56,45
10/01/2016,Charlotte,North Carolina,40,49,30
10/01/2016,Greensboro,North Carolina,37,45,30
10/01/2016,Hickory,North Carolina,37,46,28
10/01/2016,Raleigh/Durham,North Carolina,40,47,33
10/01/2016,Wilmington,North Carolina,47,54,39
10/01/2016,Bismarck,North Dakota,10,19,0
10/01/2016,Dickinson,North Dakota,11,19,2
10/01/2016,Fargo,North Dakota,12,19,4
10/01/2016,Grand Forks,North Dakota,8,15,1
10/01/2016,Williston,North Dakota,10,20,3
10/01/2016,Akron,Ohio,31,40,21
10/01/2016,Cleveland,Ohio,32,41,22
10/01/2016,Columbus,Ohio,31,41,21
10/01/2016,Dayton,Ohio,32,42,22
10/01/2016,Mansfield,Ohio,31,41,20
10/01/2016,Toledo,Ohio,29,39,19
10/01/2016,Youngstown/Warren,Ohio,29,39,18
10/01/2016,Gage,Oklahoma,33,40,24
10/01/2016,Oklahoma City,Oklahoma,35,42,27
10/01/2016,Ponca City,Oklahoma,36,40,28
10/01/2016,Tulsa,Oklahoma,34,40,26
10/01/2016,Astoria,Oregon,43,49,37
10/01/2016,Burns,Oregon,18,28,9
10/01/2016,Eugene,Oregon,38,41,34
10/01/2016,Medford,Oregon,42,51,31
10/01/2016,Pendleton,Oregon,28,31,24
10/01/2016,Portland,Oregon,38,44,31
10/01/2016,Redmond,Oregon,29,38,20
10/01/2016,Salem,Oregon,37,42,32
10/01/2016,Allentown,Pennsylvania,32,43,20
10/01/2016,Erie,Pennsylvania,31,40,22
10/01/2016,Harrisburg,Pennsylvania,32,41,22
10/01/2016,Philadelphia,Pennsylvania,36,45,27
10/01/2016,Pittsburgh,Pennsylvania,29,40,17
10/01/2016,Wilkes-Barre/Scranton,Pennsylvania,29,40,17
10/01/2016,Williamsport,Pennsylvania,28,38,17
10/01/2016,San Juan,Puerto Rico,79,84,73
10/01/2016,Providence,Rhode Island,32,42,22
10/01/2016,Anderson,South Carolina,42,50,33
10/01/2016,Charleston,South Carolina,48,57,39
10/01/2016,Columbia,South Carolina,45,52,37
10/01/2016,Greer,South Carolina,40,49,31
10/01/2016,Aberdeen,South Dakota,15,23,6
10/01/2016,Huron,South Dakota,13,21,5
10/01/2016,Pierre,South Dakota,14,22,6
10/01/2016,Rapid City,South Dakota,17,27,7
10/01/2016,Sioux Falls,South Dakota,16,23,9
10/01/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,37,49,25
10/01/2016,Chattanooga,Tennessee,41,49,32
10/01/2016,Clarksville,Tennessee,36,46,26
10/01/2016,Crossville,Tennessee,37,46,28
10/01/2016,Knoxville,Tennessee,38,48,27
10/01/2016,Memphis,Tennessee,41,48,32
10/01/2016,Nashville,Tennessee,41,50,30
10/01/2016,Oak Ridge,Tennessee,39,49,28
10/01/2016,Abilene,Texas,42,51,33
10/01/2016,Amarillo,Texas,32,41,23
